OBJ_ID,ARA_XCRD,ARA_YCRD,PRRCK_LARG,PRRCK_MDDL,LOCTN_ALTT,LOCTN_GRDN,EIGHT_AGL,CLZN_CD,TPGRP_TPCD,PRDN_FOM_C,SLANT_TYP,SLDPT_TPCD,SCSTX_CD,SLTP_CD,LDMARK_STN,MAP_LABEL
2053,339017,238476,2,25,289.70,15.20,245.10,3,12,03,2,20,02,02,L102,B₂
2054,340254.43,236886.83,2,25,298.60,26.20,93.80,3,,,,,,82,L983,R
2055,340195.92,236779.2,2,25,282.20,24.20,184.60,3,,,,,,82,L983,R
2056,343981,233153,2,25,371.70,28.10,197.60,3,12,05,2,20,01,02,L102,B₂
2057,339603.19,236947.29,2,25,399.40,35.20,205.90,3,12,03,2,20,02,02,L102,B₂
2058,341650.18,234552.33,1,14,365.60,36.60,41.60,3,12,05,2,20,02,02,L102,B₂
2059,343795.88,233373.98,1,14,277.00,23.10,240.40,3,12,06,3,30,01,02,L102,B₂
2060,343795.88,233373.98,1,14,277.00,23.10,240.40,3,12,06,3,30,01,02,L102,B₂
2061,341346.86,236263.94,1,12,223.60,16.70,146.00,3,12,05,2,20,02,02,L102,B₂
2062,342997.92,233997.63,2,25,282.50,26.00,32.00,3,12,01,1,20,01,01,L101,B₁
2063,339078.59,237940,2,25,462.40,44.80,321.80,3,12,03,2,20,02,02,L102,B₂
2064,339287,237289,2,25,570.00,0.00,-1.00,3,12,01,1,10,02,01,L101,B₁
2065,342501.75,234781.51,1,12,280.50,34.10,18.20,3,12,05,2,20,02,02,L102,B₂
2066,342501.75,234781.51,1,12,280.50,34.10,18.20,3,12,05,2,20,02,02,L102,B₂
2067,342501.75,234781.51,1,12,280.50,34.10,18.20,3,12,05,2,20,02,02,L102,B₂
2068,342389.31,234033.2,1,12,301.90,33.70,303.20,3,12,05,3,20,01,02,L102,B₂
2069,339233,238835,2,25,539.40,25.00,158.80,3,12,01,1,20,02,01,L101,B₁
2070,340174.11,237033.62,2,25,299.40,29.90,78.10,3,12,05,2,20,02,02,L102,B₂
2071,342691.23,234445.5,1,14,310.50,29.50,71.10,3,12,01,1,20,01,01,L101,B₁
2072,341364.67,236594.76,1,14,227.30,33.20,72.00,3,12,05,3,20,02,02,L102,B₂
2073,342868,234183,1,14,243.20,31.30,324.60,3,12,05,2,30,01,02,L102,B₂
2074,342868,234183,1,14,243.20,31.30,324.60,3,12,05,2,30,01,02,L102,B₂
2075,339179.75,237848.61,2,25,551.20,19.80,64.50,3,12,01,1,20,02,01,L101,B₁
2076,341089.33,236275.43,1,12,295.80,31.30,258.30,3,12,03,2,20,02,02,L102,B₂
2077,338922.87,237327.77,2,25,390.60,36.20,300.70,3,12,03,2,20,02,02,L102,B₂
2078,341023.52,235578.21,1,12,233.30,34.20,260.40,3,12,05,2,20,02,02,L102,B₂
2079,342121.35,234448.39,1,12,303.40,31.50,201.50,3,12,05,2,20,01,02,L102,B₂
2080,340931,235346,1,12,225.60,25.60,14.50,3,12,05,2,20,02,02,L102,B₂
2081,342501.75,234781.51,1,12,280.50,34.10,18.20,3,12,05,2,20,02,02,L102,B₂
2082,342458.79,234914.5,1,12,317.50,29.70,105.20,3,12,01,1,20,02,01,L101,B₁
2083,342458.79,234914.5,1,12,317.50,29.70,105.20,3,12,01,1,20,02,01,L101,B₁
2084,341579.66,234847.95,1,14,273.70,31.50,241.50,3,12,01,1,20,02,01,L101,B₁
2085,339054.44,237536.37,2,25,473.40,38.90,258.60,3,12,01,1,10,02,01,L101,B₁
2086,341715.56,236417.47,1,12,170.00,30.20,184.00,3,12,01,1,10,02,01,L101,B₁
2087,341346.86,236263.94,1,12,223.60,16.70,146.00,3,12,05,2,20,02,02,L102,B₂
2088,339707.08,237435.05,2,25,378.50,36.00,358.00,3,12,03,2,20,02,02,L102,B₂
2089,339557,237633,2,25,373.30,31.00,1.30,3,12,03,2,20,02,02,L102,B₂
2090,339557,237633,2,25,373.30,31.00,1.30,3,12,03,2,20,02,02,L102,B₂
2091,339557,237633,2,25,373.30,31.00,1.30,3,12,03,2,20,02,02,L102,B₂
2092,341381,235826,1,12,285.50,28.60,89.00,3,12,01,1,10,02,01,L101,B₁
2093,353660.62,233935.25,1,11,779.80,32.20,97.50,3,12,01,1,10,02,01,L101,B₁
2094,355968.04,232896.13,2,25,473.10,28.30,2.00,3,12,05,2,20,02,02,L102,B₂
2095,354358.04,232446.13,2,25,778.80,38.10,228.10,3,12,01,2,10,02,28,L828,Li
2096,356663.03,232392.06,2,25,441.20,27.60,255.90,3,12,03,2,20,02,02,L102,B₂
2097,356623.03,232742.06,2,25,389.70,29.40,338.80,3,12,03,2,20,02,02,L102,B₂
2098,356623.03,232742.06,2,25,389.70,29.40,338.80,3,12,03,2,20,02,02,L102,B₂
2099,356839,232098,2,25,534.60,16.30,201.90,3,12,01,1,10,02,01,L101,B₁
2100,356839,232098,2,25,534.60,16.30,201.90,3,12,01,1,10,02,01,L101,B₁
2101,357018.03,232612.06,2,25,459.00,32.50,5.00,3,12,03,2,20,01,02,L102,B₂
2102,355823.04,232771.13,2,25,518.60,28.90,83.50,3,12,01,1,10,02,01,L101,B₁
2103,356848.03,232472.06,2,25,563.40,38.20,5.40,3,,,,,,82,L983,R
2104,352790.62,234150.25,2,25,722.60,26.70,314.60,3,12,03,2,20,02,02,L102,B₂
2105,353825.62,233930.25,1,11,690.30,26.80,48.30,3,12,03,2,20,01,02,L102,B₂
2106,348117.89,233568.38,2,25,405.60,19.60,246.60,3,12,03,3,20,02,16,L416,GrB₂
2107,348117.89,233568.38,2,25,405.60,19.60,246.60,3,12,03,3,20,02,16,L416,GrB₂
2108,348117.89,233568.38,2,25,405.60,19.60,246.60,3,12,03,3,20,02,16,L416,GrB₂
2109,348117.89,233568.38,2,25,405.60,19.60,246.60,3,12,03,3,20,02,16,L416,GrB₂
2110,348117.89,233568.38,2,25,405.60,19.60,246.60,3,12,03,3,20,02,16,L416,GrB₂
2111,348117.89,233568.38,2,25,405.60,19.60,246.60,3,12,03,3,20,02,16,L416,GrB₂
2112,353385.62,233670.25,2,25,789.80,34.00,258.50,3,12,03,2,20,01,02,L102,B₂
2113,348097.89,233103.38,2,25,428.50,31.40,217.70,3,12,01,1,10,02,15,L415,GrB₁
2114,348117.89,233568.38,2,25,405.60,19.60,246.60,3,12,03,3,20,02,16,L416,GrB₂
2115,356053.04,233011.13,2,25,424.30,32.50,333.40,3,12,06,3,20,02,02,L102,B₂
2116,356053.04,233011.13,2,25,424.30,32.50,333.40,3,12,06,3,20,02,02,L102,B₂
2117,356053.04,233011.13,2,25,424.30,32.50,333.40,3,12,06,3,20,02,02,L102,B₂
2118,353425.62,234245.25,1,11,851.90,34.10,90.20,3,12,03,2,10,02,28,L828,Li
2119,356128.04,232751.13,2,25,419.90,24.50,158.20,3,12,03,2,20,02,02,L102,B₂
2120,352840.62,233970.25,2,25,776.30,24.50,199.20,3,12,01,1,10,02,01,L101,B₁
2121,346592.92,232982.65,1,14,448.70,30.20,127.60,3,12,01,1,20,02,01,L101,B₁
2122,352630,234493,2,25,706.80,26.40,328.40,3,12,01,1,10,02,01,L101,B₁
2123,351683.33,234682.09,2,25,494.80,19.80,347.10,3,12,01,1,10,02,15,L415,GrB₁
2124,350228,234385,2,25,440.20,16.00,260.50,3,12,03,3,20,02,16,L416,GrB₂
2125,344601.07,232525.98,1,14,391.70,33.30,266.20,3,12,05,2,30,01,02,L102,B₂
2126,344789.31,232548.75,1,14,420.90,29.50,166.70,3,12,05,2,30,01,02,L102,B₂
2127,356244,233024,2,25,448.20,32.60,337.80,3,12,01,1,10,02,01,L101,B₁
2128,344892.77,232090.25,1,14,362.60,32.10,203.90,3,12,01,1,20,01,01,L101,B₁
2129,356548.03,232482.06,2,25,435.60,27.60,246.30,3,12,01,1,10,02,01,L101,B₁
2130,350284.27,234934.39,2,25,373.40,20.90,19.90,3,12,01,1,10,02,15,L415,GrB₁
2131,355978.04,232936.13,2,25,451.10,27.10,345.50,3,,,,,,82,L983,R
2132,347102.46,233405.29,2,25,347.30,15.10,40.20,3,12,05,3,20,02,16,L416,GrB₂
2133,347102.46,233405.29,2,25,347.30,15.10,40.20,3,12,05,3,20,02,16,L416,GrB₂
2134,346206,233276,1,14,356.30,46.80,70.20,3,12,06,3,30,02,02,L102,B₂
2135,344892.77,232090.25,1,14,362.60,32.10,203.90,3,12,01,1,20,01,01,L101,B₁
2136,350563.33,234672.09,2,25,410.90,22.00,346.10,3,12,01,1,10,02,15,L415,GrB₁
2137,347627.89,233438.38,2,25,365.40,32.90,1.90,3,12,03,2,20,02,16,L416,GrB₂
2138,344156.34,232696.7,1,14,368.30,40.40,143.70,3,12,01,1,20,01,01,L101,B₁
2139,347452.89,233413.38,2,25,386.40,24.60,10.70,3,12,01,1,10,02,15,L415,GrB₁
2140,344156.34,232696.7,1,14,368.30,40.40,143.70,3,12,01,1,20,01,01,L101,B₁
2141,351855.62,234605.25,2,25,511.60,28.90,20.50,3,12,03,2,20,02,16,L416,GrB₂
2142,353891,233828,1,11,720.00,8.30,43.50,3,12,01,1,10,01,01,L101,B₁
2143,345339.54,232502.03,1,14,529.50,29.90,159.90,3,12,01,1,20,02,01,L101,B₁
2144,351483.33,234867.09,2,25,416.00,24.20,9.80,3,12,06,3,20,02,16,L416,GrB₂
2145,346270.38,232902.77,1,14,495.70,20.30,322.90,3,12,01,1,20,02,01,L101,B₁
2146,354148.04,233036.13,1,11,698.60,34.10,28.20,3,12,01,1,10,02,01,L101,B₁
2147,324278,238877,2,24,108.20,19.50,98.40,3,07,01,1,10,02,01,L101,B₁
2148,324475.38,237954.48,2,24,26.10,11.00,158.00,3,,,,,,99,L999,E
2149,324208.43,237547.28,2,24,28.60,14.00,91.80,3,07,01,1,10,02,01,L101,B₁
2150,324491.25,237311.36,2,24,51.90,35.30,181.60,3,07,01,1,10,02,01,L101,B₁
2151,324435.14,238531.34,2,24,85.30,13.20,163.60,3,,,,,,82,L983,R
2152,323994.02,238495.36,2,24,42.40,15.20,249.20,3,,,,,,82,L983,R
2153,324545.86,238472.93,2,24,59.00,10.30,67.00,3,,,,,,82,L983,R
2154,324545.09,238440.15,2,24,59.00,10.30,67.00,3,,,,,,82,L983,R
2155,324168.07,238322.34,2,24,51.60,20.60,139.50,3,,,,,,82,L983,R
2156,324090.11,238233.12,2,24,55.10,24.00,197.40,3,,,,,,82,L983,R
2157,324357.19,238197.96,2,24,35.80,20.30,21.10,3,,,,,,82,L983,R
2158,324491.54,238100.37,2,24,40.70,20.30,58.50,3,,,,,,82,L983,R
2159,324550.62,237997.08,2,24,33.20,16.00,157.10,3,,,,,,82,L983,R
2160,324527.47,237849.49,2,24,49.20,9.20,86.10,3,,,,,,82,L983,R
2161,324404.75,237810.74,2,24,79.10,12.80,74.70,3,,,,,,82,L983,R
2162,324461.58,238361.42,2,24,45.00,0.00,-1.00,3,07,05,2,20,02,02,L102,B₂
2163,324285.72,238309.3,2,24,41.10,17.70,152.60,3,,,,,,82,L983,R
2164,324394.65,238308,2,24,42.90,15.30,170.20,3,,,,,,82,L983,R
2165,324527.43,238277.21,2,24,45.20,23.20,160.60,3,07,05,2,20,02,02,L102,B₂
2166,324537.79,237774.87,2,24,30.40,6.10,54.40,3,,,,,,82,L983,R
2167,324329.95,237768.48,2,24,87.40,18.50,154.30,3,,,,,,82,L983,R
2168,324292.34,237666.14,2,24,48.00,19.90,151.10,3,,,,,,82,L983,R
2169,324540.38,238428.45,2,24,62.20,23.90,70.40,3,,,,,,93,L993,C
2170,324555.58,237586.27,2,24,29.30,15.70,159.70,3,,,,,,93,L993,C
2171,324306.35,237454.96,2,24,20.00,0.00,-1.00,3,,,,,,99,L999,E
2172,324029.16,237558.33,2,24,45.00,0.00,-1.00,3,,,,,,82,L983,R
2173,324323.71,237565.77,2,24,36.70,17.90,128.40,3,,,,,,82,L983,R
2174,324493.98,237342.83,2,24,60.20,13.50,60.60,3,,,,,,82,L983,R
2175,324286.99,237316.72,2,24,39.60,19.10,314.20,3,,,,,,82,L983,R
2176,324025.84,237488.36,2,24,45.00,0.00,-1.00,3,,,,,,93,L993,C
2177,323483.74,238570.85,2,26,33.10,13.70,230.10,3,07,05,2,20,02,02,L102,B₂
2178,323669.49,238590.72,2,24,33.80,15.30,110.60,3,07,05,2,20,02,02,L102,B₂
2179,324312.92,238493.4,2,24,68.30,20.90,169.10,3,07,05,2,20,02,02,L102,B₂
2180,323575,239087,2,24,113.30,13.50,142.40,3,07,01,1,10,02,01,L101,B₁
2181,324502.02,238574.63,2,24,60.40,33.30,91.20,3,07,05,2,20,02,02,L102,B₂
2182,324018.58,238369.82,2,24,25.60,12.80,3.70,3,07,05,2,20,02,02,L102,B₂
2183,324365.01,238173.85,2,24,42.70,22.10,11.00,3,07,05,2,20,02,02,L102,B₂
2184,344476.59,235106.33,2,25,267.80,23.90,278.70,3,12,01,1,10,02,01,L101,B₁
2185,342997.92,233997.63,2,25,282.50,26.00,32.00,3,12,01,1,20,01,01,L101,B₁
2186,342713.92,238378.59,1,14,233.00,22.60,283.10,3,12,01,1,10,02,01,L101,B₁
2187,342568.12,237928.27,1,14,139.20,12.20,212.20,3,12,01,1,10,02,01,L101,B₁
2188,342997.92,233997.63,2,25,282.50,26.00,32.00,3,12,01,1,20,01,01,L101,B₁
2189,342389.31,234033.2,1,12,301.90,33.70,303.20,3,12,05,3,20,01,02,L102,B₂
2190,342389.31,234033.2,1,12,301.90,33.70,303.20,3,12,05,3,20,01,02,L102,B₂
2191,342691.23,234445.5,1,14,310.50,29.50,71.10,3,12,01,1,20,01,01,L101,B₁
2192,345673.34,235789.34,2,25,225.00,0.00,-1.00,3,12,01,1,10,02,01,L101,B₁
2193,342871.11,236091.41,1,12,202.90,25.60,86.90,3,12,01,1,20,02,01,L101,B₁
2194,339233,238835,2,25,539.40,25.00,158.80,3,12,01,1,20,02,01,L101,B₁
2195,342691.23,234445.5,1,14,310.50,29.50,71.10,3,12,01,1,20,01,01,L101,B₁
2196,346924.75,237513.98,2,25,254.60,16.50,164.00,3,07,01,1,10,02,01,L101,B₁
2197,346606.18,237285.55,1,14,178.60,17.70,237.20,3,07,01,1,10,02,01,L101,B₁
2198,340790.75,237075.97,1,12,302.80,36.40,180.00,3,12,01,1,20,02,01,L101,B₁
2199,346753,237748,1,14,165.60,22.70,324.00,3,07,05,2,20,02,02,L102,B₂
2200,346813.22,237099.15,1,14,155.60,21.10,260.60,3,07,05,2,20,02,02,L102,B₂
2201,339179.75,237848.61,2,25,551.20,19.80,64.50,3,12,01,1,20,02,01,L101,B₁
2202,347030.53,237148.25,2,25,156.50,25.40,25.50,3,07,05,2,20,02,14,L314,DRb₂
2203,324084.9,237608.05,2,24,35.00,0.00,-1.00,3,07,05,2,20,02,02,L102,B₂
2204,324267.51,237321.44,2,24,33.90,15.70,307.80,3,07,05,2,20,02,02,L102,B₂
2205,324351.11,237357.94,2,24,45.00,20.20,24.60,3,07,01,1,10,02,01,L101,B₁
2206,323987.54,237508.24,2,24,33.70,46.60,242.80,3,07,05,2,20,02,02,L102,B₂
2207,324465.41,237738.4,2,24,45.70,13.10,55.90,3,07,05,2,20,02,02,L102,B₂
2208,324461.05,237421.68,2,24,27.00,27.40,91.40,3,07,05,2,20,02,02,L102,B₂
2209,324536.18,237315.6,2,24,41.90,19.80,123.80,3,07,05,2,20,02,02,L102,B₂
2210,324190.11,237619.66,2,24,30.40,19.40,35.90,3,07,05,2,20,02,02,L102,B₂
2211,324021.53,238054.26,2,24,30.00,6.40,46.80,3,07,05,2,20,02,02,L102,B₂
2212,324023.7,237764.65,2,24,36.70,13.40,348.40,3,07,05,2,20,02,02,L102,B₂
2213,324441.67,237620.87,2,24,37.40,16.70,202.70,3,07,05,2,20,02,02,L102,B₂
2214,324041.67,238214.36,2,24,40.80,23.30,207.30,3,07,05,2,20,02,02,L102,B₂
2215,324320,237896,2,24,60.40,29.30,344.30,3,07,05,2,20,02,02,L102,B₂
2216,349609.27,237574.39,2,25,119.50,1.30,17.50,3,10,05,2,20,02,16,L416,GrB₂
2217,355087.23,237550.32,1,11,422.40,27.00,248.50,3,12,03,2,20,02,02,L102,B₂
2218,350314.27,237579.39,2,25,155.10,25.90,166.60,3,12,05,2,20,02,14,L314,DRb₂
2219,354877.23,237460.32,1,11,477.30,26.90,61.60,3,12,03,2,20,02,02,L102,B₂
2220,357152,237321,2,25,595.20,22.00,118.00,3,12,01,1,10,02,01,L101,B₁
2221,357031.15,237119.42,1,11,560.30,33.80,116.60,3,12,06,2,20,02,02,L102,B₂
2222,354627.23,237290.32,2,25,617.60,39.20,95.80,3,12,03,2,20,02,02,L102,B₂
2223,354377.23,237215.32,2,25,772.80,41.30,109.90,3,12,01,2,10,02,28,L828,Li
2224,351569.27,236809.39,2,25,285.70,31.60,184.30,3,12,03,2,20,02,16,L416,GrB₂
2225,350874.27,236769.39,2,25,260.50,28.80,268.60,3,12,05,2,20,02,16,L416,GrB₂
2226,354160,236578,1,11,695.90,26.70,242.00,3,12,03,2,20,01,02,L102,B₂
2227,355527.23,236445.32,1,11,731.70,37.60,135.50,3,12,03,2,20,01,02,L102,B₂
2228,356331.15,236364.42,1,11,595.50,23.90,42.90,3,12,03,2,20,01,02,L102,B₂
2229,351348,236073,2,25,303.60,18.90,319.50,3,12,05,2,20,02,16,L416,GrB₂
2230,350364.27,236384.39,2,25,161.90,17.30,240.70,3,12,05,2,20,02,16,L416,GrB₂
2231,352830.84,235837,2,25,494.50,33.90,184.60,3,12,05,2,20,02,02,L102,B₂
2232,353660.84,235807,1,11,531.50,19.00,126.10,3,12,01,1,10,02,01,L101,B₁
2233,349053.18,236857.09,2,25,227.60,19.80,223.30,3,12,01,1,10,02,15,L415,GrB₁
2234,347479.58,238041.26,2,25,180.50,30.20,205.90,3,07,05,2,20,02,14,L314,DRb₂
2235,354987.23,235125.32,1,11,294.90,38.70,23.40,3,12,05,2,20,01,02,L102,B₂
2236,347757.89,234533.38,2,25,376.40,20.60,38.30,3,12,03,2,20,02,16,L416,GrB₂
2237,347812.89,234883.38,2,25,370.80,18.80,166.20,3,12,03,2,20,02,16,L416,GrB₂
2238,348763.18,235857.09,2,25,144.50,19.00,243.10,3,,,,,,82,L983,R
2239,350059.27,235839.39,2,25,219.50,30.50,54.80,3,,,,,,82,L983,R
2240,348788.18,235752.09,2,25,150.10,18.30,251.30,3,,,,,,82,L983,R
2241,349844.27,235734.39,2,25,323.40,25.20,168.20,3,,,,,,82,L983,R
2242,350589.27,235684.39,2,25,177.00,11.20,61.00,3,,,,,,95,L995,O
2243,348398.18,235667.09,2,25,141.50,16.90,39.80,3,,,,,,82,L983,R
2244,350894.27,235559.39,2,25,209.70,21.50,343.60,3,,,,,,95,L995,O
2245,351339.27,235579.39,2,25,210.40,11.90,296.70,3,,,,,,82,L983,R
2246,348823.18,235527.09,2,25,184.10,21.50,261.00,3,,,,,,82,L983,R
2247,350242,235153,2,25,359.90,6.20,44.00,3,12,01,1,10,01,15,L415,GrB₁
2248,351825.62,234935.25,2,25,375.70,25.20,232.50,3,12,03,2,20,02,16,L416,GrB₂
2249,353891,233828,1,11,720.00,8.30,43.50,3,12,01,1,10,01,01,L101,B₁
2250,347979.58,238516.26,2,25,125.80,22.80,313.60,3,07,05,2,20,02,14,L314,DRb₂
2251,347499.58,238471.26,2,25,130.10,21.00,0.20,3,07,01,1,10,02,15,L415,GrB₁
2252,347859.58,238351.26,2,25,165.70,23.50,340.30,3,07,05,2,20,02,14,L314,DRb₂
2253,348088.18,237037.09,2,25,131.90,41.70,159.30,3,07,05,2,20,01,14,L314,DRb₂
2254,347883.18,237092.09,2,25,164.90,29.00,173.30,3,07,05,2,10,01,14,L314,DRb₂
2255,347983.18,237052.09,2,25,148.40,34.80,200.10,3,07,05,2,20,01,14,L314,DRb₂
2256,349644.27,236829.39,2,25,199.80,28.90,68.90,3,12,05,2,20,02,16,L416,GrB₂
2257,347698.18,236982.09,2,25,127.40,18.60,222.30,3,07,05,2,20,01,14,L314,DRb₂
2258,347738.18,236992.09,2,25,134.60,19.40,201.30,3,07,01,1,10,01,13,L313,DRb₁
2259,347663.18,237012.09,2,25,137.00,15.70,153.50,3,07,01,1,10,01,13,L313,DRb₁
2260,347318.18,236112.09,2,25,148.90,36.70,122.40,3,12,05,2,20,02,16,L416,GrB₂
2261,350558.33,234727.09,2,25,393.20,4.70,324.30,3,,,,,,82,L983,R
2262,353465.62,234710.25,1,11,743.30,37.20,341.40,3,,,,,,82,L983,R
2263,353200.62,234690.25,1,11,792.90,44.10,20.10,3,,,,,,82,L983,R
2264,354553.04,234681.13,1,11,568.40,30.90,360.00,3,,,,,,93,L993,C
2265,354568.04,234636.13,1,11,598.50,35.70,353.60,3,,,,,,82,L983,R
2266,347862.89,234533.38,2,25,357.00,15.90,37.30,3,,,,,,82,L983,R
2267,354888.04,234351.13,1,11,489.70,24.90,179.90,3,,,,,,82,L983,R
2268,354908,233883,1,11,396.80,27.30,51.80,3,12,05,2,20,02,02,L102,B₂
2269,355712,232936,2,25,518.70,29.10,31.10,3,12,01,1,10,01,01,L101,B₁
2270,355453.04,233636.13,1,11,315.50,18.70,351.10,3,12,05,2,20,01,02,L102,B₂
2271,349454,235751,2,25,304.70,22.40,235.60,3,12,01,1,10,01,15,L415,GrB₁
2272,348408.18,235392.09,2,25,182.50,28.30,99.70,3,12,05,2,20,02,14,L314,DRb₂
2273,347566,233093,2,25,362.40,16.60,191.20,3,12,01,1,10,02,15,L415,GrB₁
2274,356083.04,233326.13,1,11,343.30,21.30,81.30,3,12,05,2,20,02,02,L102,B₂
2275,353070.62,234975.25,1,11,614.40,25.40,333.70,3,12,03,2,20,01,02,L102,B₂
2276,353650.62,234735.25,1,11,718.00,33.80,11.60,3,,,,,,82,L983,R
2277,356034,238025,2,25,583.00,26.10,342.00,3,12,01,1,10,02,01,L101,B₁
2278,355812.23,236065.32,1,11,495.70,32.10,233.90,3,12,03,2,20,02,02,L102,B₂
2279,355212.23,236300.32,1,11,600.70,34.00,191.40,3,12,03,2,20,01,02,L102,B₂
2280,347668.18,235932.09,2,25,169.10,35.90,299.50,3,12,05,2,20,02,14,L314,DRb₂
2281,348358.18,236087.09,2,25,148.80,19.80,70.40,3,12,05,2,20,02,14,L314,DRb₂
2282,353305.84,236812,2,25,442.40,24.10,16.00,3,12,06,3,,,29,L929,Bs
2283,353885.84,236727,1,11,615.50,25.70,258.70,3,12,03,3,,,29,L929,Bs
2284,352280.84,236637,2,25,303.50,20.20,358.40,3,12,06,2,,,29,L929,Bs
2285,353680.84,236687,2,25,551.30,26.00,246.90,3,12,03,2,,,29,L929,Bs
2286,353866,236861,2,25,690.60,30.60,198.00,3,12,01,1,10,01,01,L101,B₁
2287,351226.49,238323.4,2,25,170.90,20.30,282.80,3,12,05,2,20,02,14,L314,DRb₂
2288,355773.97,238334.51,2,25,448.90,21.10,90.10,3,12,03,3,20,02,02,L102,B₂
2289,351486.49,238538.4,2,25,161.80,27.80,112.00,3,12,05,2,20,02,14,L314,DRb₂
2290,349991.49,237758.4,2,25,199.70,26.60,192.50,3,12,01,1,10,02,13,L313,DRb₁
2291,350625,237185,2,25,180.90,19.60,131.40,3,12,05,2,20,02,16,L416,GrB₂
2292,350344.27,237069.39,2,25,194.00,20.40,182.10,3,12,01,1,10,02,15,L415,GrB₁
2293,354542.23,237215.32,1,11,661.90,27.40,101.70,3,12,03,2,20,02,02,L102,B₂
2294,351689.27,236994.39,2,25,349.80,33.20,230.30,3,12,03,2,20,02,16,L416,GrB₂
2295,356047.23,236565.32,1,11,668.70,23.60,120.80,3,12,03,2,20,02,02,L102,B₂
2296,354667.23,236240.32,1,11,691.70,34.00,148.00,3,12,03,2,20,01,02,L102,B₂
2297,351314.27,235909.39,2,25,291.00,25.70,232.10,3,12,05,2,20,02,16,L416,GrB₂
2298,351134.27,235864.39,2,25,254.60,30.60,208.70,3,12,05,2,20,02,16,L416,GrB₂
2299,350769.27,235939.39,2,25,196.30,31.20,216.90,3,12,05,2,20,02,16,L416,GrB₂
2300,352388,235806,2,25,473.90,34.60,186.70,3,12,05,2,20,02,02,L102,B₂
2301,349440,236523,2,25,261.10,24.70,247.10,3,12,01,1,10,02,15,L415,GrB₁
2302,347937.89,234738.38,2,25,323.90,25.50,154.80,3,12,03,2,20,02,16,L416,GrB₂
2303,349053.18,236037.09,2,25,139.10,19.60,227.90,3,07,05,2,20,02,16,L416,GrB₂
2304,348057.89,234678.38,2,25,273.60,26.40,137.70,3,12,03,2,20,02,16,L416,GrB₂
2305,348552.89,234248.38,2,25,336.20,17.90,353.50,3,12,03,2,20,02,16,L416,GrB₂
2306,348477.89,234243.38,2,25,340.80,19.70,19.40,3,12,03,2,20,02,16,L416,GrB₂
2307,353170.84,235212,1,11,524.40,18.40,346.70,3,,,,,,82,L983,R
2308,351408.33,234842.09,2,25,425.40,18.90,329.30,3,12,01,1,10,02,15,L415,GrB₁
2309,352380.84,235142,2,25,552.00,33.00,357.00,3,12,01,1,10,02,01,L101,B₁
2310,347254.58,238196.26,2,25,159.70,23.10,205.20,3,07,05,2,20,02,14,L314,DRb₂
2311,347339.58,238166.26,2,25,171.00,28.60,211.40,3,07,05,2,20,02,14,L314,DRb₂
2312,347249.58,237681.26,2,25,167.80,18.40,100.60,3,07,05,2,20,01,14,L314,DRb₂
2313,347793.18,237002.09,2,25,129.10,21.60,175.70,3,07,05,2,20,01,14,L314,DRb₂
2314,348688.18,236972.09,2,25,150.20,34.80,231.30,3,12,05,2,20,01,16,L416,GrB₂
2315,347408.18,236857.09,2,25,157.20,15.90,54.10,3,07,01,1,10,02,13,L313,DRb₁
2316,351019.27,235139.39,2,25,327.50,18.70,6.70,3,12,01,1,10,02,15,L415,GrB₁
2317,348443.18,235317.09,2,25,163.80,30.80,111.00,3,12,05,2,20,02,14,L314,DRb₂
2318,352835.84,235322,2,25,451.30,24.10,28.60,3,12,01,1,10,02,01,L101,B₁
2319,352580.84,235107,2,25,566.60,37.50,15.00,3,12,03,2,20,02,02,L102,B₂
2320,354643.04,234451.13,1,11,534.90,31.00,162.80,3,,,,,,82,L983,R
2321,348767.89,234453.38,2,25,375.20,10.20,286.10,3,,,,,,82,L983,R
2322,355278.04,234401.13,1,11,438.20,32.60,124.60,3,,,,,,82,L983,R
2323,348762.89,234418.38,2,25,370.50,20.90,215.50,3,,,,,,82,L983,R
2324,356433.03,234362.06,1,11,160.90,18.20,74.00,3,,,,,,95,L995,O
2325,349022.89,234293.38,2,25,425.10,17.30,253.60,3,,,,,,82,L983,R
2326,355438.04,234211.13,1,11,328.80,22.00,188.20,3,,,,,,82,L983,R
2327,355053.04,234201.13,1,11,408.90,31.50,160.70,3,,,,,,82,L983,R
2328,355333.04,234181.13,1,11,349.30,29.20,130.40,3,,,,,,82,L983,R
2329,353775.62,233535.25,2,25,751.80,32.20,91.00,3,12,03,2,10,02,28,L828,Li
2330,354882.23,236245.32,1,11,640.70,44.80,73.20,3,12,03,2,20,01,02,L102,B₂
2331,355867,235564,1,11,345.50,30.20,184.10,3,12,01,1,10,02,01,L101,B₁
2332,354015.84,236802,1,11,704.50,29.30,245.70,3,12,03,2,20,01,02,L102,B₂
2333,352865.84,237152,2,25,435.10,31.50,157.70,3,12,03,2,20,02,02,L102,B₂
2334,352885.84,236912,2,25,374.10,31.50,328.70,3,12,06,2,20,02,02,L102,B₂
2335,347974.58,238121.26,2,25,152.90,36.40,37.50,3,07,05,2,20,02,14,L314,DRb₂
2336,352575.84,237237,2,25,434.80,32.10,174.10,3,12,03,2,20,02,02,L102,B₂
2337,356571.15,236824.42,1,11,612.20,24.20,179.10,3,12,03,2,20,02,02,L102,B₂
